,Unnamed: 0,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,address,city
7553,7553,36.0,1138.0,238.0,878.0,224.0,2.0625,134400.0,<1H OCEAN,"Long Beach Freeway, Morton, Lynwood, Los Angeles County, California, 90267, United States","['Long Beach', 'Los Angeles', 'Lynwood']"
7554,7554,43.0,1531.0,357.0,1509.0,376.0,2.6354,128100.0,<1H OCEAN,"12395, Millrace Avenue, Lynwood Gardens, Lynwood, Los Angeles County, California, 90262, United States","['Los Angeles', 'Lynwood']"
7555,7555,33.0,915.0,225.0,826.0,212.0,2.7708,117400.0,<1H OCEAN,"12395, Millrace Avenue, Lynwood Gardens, Lynwood, Los Angeles County, California, 90262, United States","['Los Angeles', 'Lynwood']"
7556,7556,35.0,915.0,241.0,1153.0,252.0,3.305,115800.0,<1H OCEAN,"4303, Lugo Avenue, Morton, Lynwood, Los Angeles County, California, 90262, United States","['Los Angeles', 'Lynwood']"
7557,7557,35.0,2695.0,748.0,2935.0,706.0,2.0134,132400.0,<1H OCEAN,"12395, Millrace Avenue, Lynwood Gardens, Lynwood, Los Angeles County, California, 90262, United States","['Los Angeles', 'Lynwood']"
7558,7558,43.0,1381.0,278.0,1494.0,298.0,3.5878,118400.0,<1H OCEAN,"1927, East Orchard Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7559,7559,33.0,1435.0,322.0,1298.0,299.0,2.7813,105100.0,<1H OCEAN,"2198, East Bales Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7560,7560,36.0,2283.0,499.0,1836.0,462.0,2.8793,118100.0,<1H OCEAN,"1927, East Orchard Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7561,7561,36.0,1073.0,271.0,1385.0,288.0,2.3214,104800.0,<1H OCEAN,"14616, South Williams Avenue, East Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles', 'Williams']"
7562,7562,32.0,2762.0,652.0,2677.0,632.0,2.5719,105600.0,<1H OCEAN,"14616, South Williams Avenue, East Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles', 'Williams']"
7563,7563,36.0,2326.0,543.0,2073.0,494.0,1.9952,112900.0,<1H OCEAN,"14616, South Williams Avenue, East Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles', 'Williams']"
7564,7564,31.0,886.0,224.0,1154.0,247.0,2.1071,99500.0,<1H OCEAN,"15801, South Williams Avenue, East Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles', 'Williams']"
7565,7565,32.0,1696.0,438.0,1639.0,376.0,2.0357,107300.0,<1H OCEAN,"15801, South Williams Avenue, East Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles', 'Williams']"
7566,7566,37.0,2394.0,568.0,2499.0,551.0,2.5321,105100.0,<1H OCEAN,"772, South Locust Circle, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7567,7567,34.0,1552.0,444.0,2093.0,413.0,2.2125,103200.0,<1H OCEAN,"2198, East Bales Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7568,7568,38.0,4018.0,986.0,3702.0,927.0,2.9293,113600.0,<1H OCEAN,"15801, South Williams Avenue, East Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles', 'Williams']"
7569,7569,40.0,2538.0,564.0,2170.0,541.0,2.7212,107900.0,<1H OCEAN,"772, South Locust Circle, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7570,7570,42.0,1254.0,225.0,929.0,235.0,4.3646,116200.0,<1H OCEAN,"754, South Sloan Avenue, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7571,7571,39.0,1565.0,364.0,1389.0,360.0,2.7443,113900.0,<1H OCEAN,"754, South Sloan Avenue, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7572,7572,42.0,1739.0,370.0,1104.0,297.0,2.2125,120700.0,<1H OCEAN,"754, South Sloan Avenue, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7573,7573,43.0,1810.0,357.0,1335.0,358.0,3.1189,118800.0,<1H OCEAN,"611, North Poinsettia Avenue, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7574,7574,45.0,1211.0,234.0,1128.0,261.0,3.4792,110700.0,<1H OCEAN,"754, South Sloan Avenue, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7575,7575,38.0,929.0,166.0,686.0,183.0,3.4485,119400.0,<1H OCEAN,"Compton College, 1111, East Artesia Boulevard, Compton, Los Angeles County, California, 90221, United States","['Artesia', 'Compton', 'Los Angeles']"
7576,7576,29.0,1976.0,444.0,1254.0,371.0,2.1782,126800.0,<1H OCEAN,"Compton College, 1111, East Artesia Boulevard, Compton, Los Angeles County, California, 90221, United States","['Artesia', 'Compton', 'Los Angeles']"
7577,7577,26.0,266.0,75.0,252.0,59.0,2.1211,138100.0,<1H OCEAN,"744, South Alameda Street, Compton, Los Angeles County, California, 90220, United States","['Alameda', 'Compton', 'Los Angeles']"
7578,7578,41.0,990.0,228.0,776.0,207.0,2.125,120200.0,<1H OCEAN,"744, South Alameda Street, Compton, Los Angeles County, California, 90220, United States","['Alameda', 'Compton', 'Los Angeles']"
7579,7579,37.0,797.0,190.0,485.0,166.0,2.7434,95200.0,<1H OCEAN,"744, South Alameda Street, Compton, Los Angeles County, California, 90220, United States","['Alameda', 'Compton', 'Los Angeles']"
7580,7580,36.0,873.0,240.0,1086.0,217.0,2.25,126600.0,<1H OCEAN,"744, South Alameda Street, Compton, Los Angeles County, California, 90220, United States","['Alameda', 'Compton', 'Los Angeles']"
7581,7581,16.0,5003.0,1180.0,4145.0,1159.0,2.1389,133400.0,<1H OCEAN,"South Baron Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7582,7582,34.0,1479.0,332.0,1166.0,322.0,2.6165,100900.0,<1H OCEAN,"Compton / Woodley Airport, West Alondra Boulevard, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7583,7583,27.0,500.0,159.0,732.0,162.0,2.7426,103100.0,<1H OCEAN,"East Pine Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7584,7584,22.0,312.0,107.0,583.0,119.0,1.9423,98400.0,<1H OCEAN,"301, East Poplar Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7585,7585,40.0,1802.0,496.0,2096.0,468.0,2.3542,97900.0,<1H OCEAN,"301, East Poplar Street, Compton, Los Angeles County, California, 90221, United States","['Compton', 'Los Angeles']"
7586,7586,31.0,2143.0,522.0,2276.0,519.0,1.8095,100800.0,<1H OCEAN,"403, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7587,7587,34.0,2462.0,553.0,2334.0,502.0,1.641,96800.0,<1H OCEAN,"403, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7588,7588,28.0,1108.0,284.0,1498.0,289.0,2.4706,88800.0,<1H OCEAN,"403, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7589,7589,45.0,1285.0,238.0,840.0,211.0,3.4107,112500.0,<1H OCEAN,"403, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7590,7590,38.0,2055.0,442.0,1518.0,425.0,2.3382,103000.0,<1H OCEAN,"898, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7591,7591,35.0,1079.0,247.0,1055.0,243.0,2.375,93600.0,<1H OCEAN,"898, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7592,7592,39.0,642.0,129.0,475.0,123.0,1.2083,92600.0,<1H OCEAN,"898, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7593,7593,37.0,2119.0,442.0,1372.0,406.0,1.9605,106200.0,<1H OCEAN,"1610, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7594,7594,40.0,1308.0,272.0,901.0,257.0,2.8269,98000.0,<1H OCEAN,"898, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7595,7595,38.0,1201.0,223.0,733.0,206.0,3.3804,105800.0,<1H OCEAN,"1610, West Poplar Street, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7596,7596,35.0,1582.0,391.0,1957.0,404.0,2.4537,91500.0,<1H OCEAN,"Central Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7597,7597,32.0,1132.0,266.0,1211.0,279.0,2.1838,98300.0,<1H OCEAN,"Compton / Woodley Airport, West Alondra Boulevard, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7598,7598,41.0,1476.0,286.0,1086.0,278.0,2.4632,111700.0,<1H OCEAN,"Central Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7599,7599,36.0,406.0,71.0,268.0,77.0,3.9,115800.0,<1H OCEAN,"Central Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7600,7600,34.0,1367.0,288.0,1183.0,286.0,2.6812,104100.0,<1H OCEAN,"Central Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7601,7601,36.0,2230.0,417.0,1395.0,381.0,2.8493,109600.0,<1H OCEAN,"884, East Darlan Street, West Rancho Dominguez, Los Angeles County, California, 90220, United States",['Los Angeles']
7602,7602,36.0,923.0,165.0,603.0,191.0,3.5687,120700.0,<1H OCEAN,"884, East Darlan Street, West Rancho Dominguez, Los Angeles County, California, 90220, United States",['Los Angeles']
7603,7603,37.0,1843.0,366.0,1207.0,351.0,2.4821,111000.0,<1H OCEAN,"Walton Middle School, Greenleaf Drive, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7604,7604,37.0,1027.0,217.0,1042.0,254.0,2.2121,98600.0,<1H OCEAN,"Central Avenue, Carson, Los Angeles County, California, 90220, United States","['Carson', 'Los Angeles']"
7605,7605,37.0,1042.0,213.0,699.0,196.0,2.9643,103200.0,<1H OCEAN,"Central Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7606,7606,36.0,1527.0,309.0,1154.0,279.0,3.3095,105500.0,<1H OCEAN,"Central Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7607,7607,39.0,1756.0,320.0,1055.0,322.0,3.2375,105200.0,<1H OCEAN,"1599, South Haskins Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7608,7608,40.0,519.0,102.0,330.0,95.0,3.0972,108500.0,<1H OCEAN,"1599, South Haskins Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7609,7609,36.0,1212.0,222.0,775.0,224.0,5.5591,136500.0,<1H OCEAN,"1599, South Haskins Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7610,7610,37.0,1149.0,280.0,1016.0,250.0,2.125,101900.0,<1H OCEAN,"Target, 1621, South Alameda Street, Compton, Los Angeles County, California, 90220, United States","['Alameda', 'Compton', 'Los Angeles']"
7611,7611,35.0,998.0,313.0,1335.0,311.0,1.6574,102500.0,<1H OCEAN,"Target, 1621, South Alameda Street, Compton, Los Angeles County, California, 90220, United States","['Alameda', 'Compton', 'Los Angeles']"
7612,7612,35.0,1255.0,344.0,1782.0,343.0,2.1949,95100.0,<1H OCEAN,"South Baron Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7613,7613,35.0,842.0,201.0,763.0,189.0,2.6719,109800.0,<1H OCEAN,"468, West Greenleaf Boulevard, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7614,7614,41.0,1941.0,367.0,1204.0,323.0,3.0417,113700.0,<1H OCEAN,"468, West Greenleaf Boulevard, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7615,7615,36.0,2598.0,514.0,1872.0,514.0,3.1667,117700.0,<1H OCEAN,"South Baron Avenue, Compton, Los Angeles County, California, 90220, United States","['Compton', 'Los Angeles']"
7616,7616,16.0,8732.0,1489.0,3944.0,1493.0,5.1948,203500.0,<1H OCEAN,"South Laurel Park Road, Rancho Dominguez, Los Angeles County, California, 90220, United States",['Los Angeles']
7617,7617,25.0,9594.0,1489.0,5237.0,1496.0,5.9684,193300.0,<1H OCEAN,"20035, Earlie Avenue, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7618,7618,25.0,1106.0,207.0,888.0,216.0,5.3307,207000.0,<1H OCEAN,"2201, East Dominguez Street, Elftman, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Los Angeles']"
7619,7619,22.0,7368.0,1367.0,4721.0,1342.0,4.8438,213100.0,<1H OCEAN,"Wilmington Avenue, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7620,7620,19.0,1731.0,420.0,1032.0,364.0,3.8125,208100.0,<1H OCEAN,"East Dominguez Street, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7621,7621,18.0,6812.0,1263.0,3704.0,1216.0,4.25,169200.0,<1H OCEAN,"17698, Amantha Avenue, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7622,7622,26.0,3022.0,476.0,1852.0,452.0,6.0531,186400.0,<1H OCEAN,"1000, East Victoria Street, Carson, Los Angeles County, California, 90747, United States","['Carson', 'Los Angeles']"
7623,7623,25.0,2324.0,326.0,1087.0,328.0,5.293,207000.0,<1H OCEAN,"812, East Gladwick Street, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7624,7624,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0,<1H OCEAN,"812, East Gladwick Street, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7625,7625,33.0,1685.0,333.0,1484.0,318.0,4.3527,167000.0,<1H OCEAN,"18795, Ambler Avenue, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7626,7626,29.0,2587.0,489.0,2115.0,475.0,3.7466,168600.0,<1H OCEAN,"18795, Ambler Avenue, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7627,7627,26.0,1097.0,167.0,701.0,188.0,6.5799,196600.0,<1H OCEAN,"18795, Ambler Avenue, Carson, Los Angeles County, California, 90746, United States","['Carson', 'Los Angeles']"
7628,7628,27.0,489.0,98.0,403.0,97.0,5.144,180800.0,<1H OCEAN,"Porsche Experience Center Los Angeles, South Main Street, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7629,7629,27.0,2326.0,533.0,1697.0,546.0,3.8633,187900.0,<1H OCEAN,"South Main Street, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7630,7630,18.0,5923.0,1409.0,3887.0,1322.0,3.4712,194400.0,<1H OCEAN,"21835, Rashdall Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7631,7631,11.0,2274.0,617.0,1897.0,622.0,3.5094,162900.0,<1H OCEAN,"21018, South Vermont Avenue, West Carson, Los Angeles County, California, 90502, United States","['Carson', 'Los Angeles']"
7632,7632,33.0,896.0,208.0,843.0,200.0,3.5,183000.0,<1H OCEAN,"21018, South Vermont Avenue, West Carson, Los Angeles County, California, 90502, United States","['Carson', 'Los Angeles']"
7633,7633,34.0,2617.0,558.0,1396.0,515.0,5.061,218000.0,<1H OCEAN,"21018, South Vermont Avenue, West Carson, Los Angeles County, California, 90502, United States","['Carson', 'Los Angeles']"
7634,7634,23.0,3626.0,799.0,2321.0,731.0,4.7393,237900.0,<1H OCEAN,"21018, South Vermont Avenue, West Carson, Los Angeles County, California, 90502, United States","['Carson', 'Los Angeles']"
7635,7635,24.0,4092.0,893.0,2819.0,893.0,4.1378,216500.0,<1H OCEAN,"21854, South Vermont Avenue, West Carson, Los Angeles County, California, 90502, United States","['Carson', 'Los Angeles']"
7636,7636,26.0,4586.0,1042.0,3680.0,1027.0,4.174,205100.0,<1H OCEAN,"22701, Rashdall Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7637,7637,21.0,4383.0,901.0,2689.0,913.0,3.4375,218800.0,<1H OCEAN,"22692, South Vermont Avenue, West Carson, Los Angeles County, California, 90502, United States","['Carson', 'Los Angeles']"
7638,7638,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,218200.0,<1H OCEAN,"West Sepulveda Boulevard, West Carson, Los Angeles County, California, 90710, United States","['Carson', 'Los Angeles']"
7639,7639,21.0,9944.0,1623.0,4185.0,1582.0,4.526,329400.0,<1H OCEAN,"South Vermont Avenue, West Carson, Los Angeles County, California, 90710, United States","['Carson', 'Los Angeles']"
7640,7640,30.0,3615.0,760.0,2813.0,752.0,5.3849,217700.0,<1H OCEAN,"22701, Rashdall Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7641,7641,29.0,2755.0,508.0,2046.0,488.0,5.2034,212400.0,<1H OCEAN,"311, West Carriagedale Drive, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7642,7642,36.0,1593.0,334.0,1427.0,320.0,4.4015,166900.0,<1H OCEAN,"22719, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7643,7643,33.0,1596.0,337.0,1650.0,329.0,4.3687,173500.0,<1H OCEAN,"22719, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7644,7644,37.0,943.0,218.0,803.0,216.0,5.2287,191100.0,<1H OCEAN,"22719, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7645,7645,10.0,1881.0,571.0,1769.0,553.0,3.9286,114000.0,<1H OCEAN,"352, East 237th Street, Avalon Village, Carson, Los Angeles County, California, 90745, United States","['Avalon', 'Carson', 'Los Angeles']"
7646,7646,42.0,865.0,208.0,811.0,218.0,3.8621,165300.0,<1H OCEAN,"352, East 237th Street, Avalon Village, Carson, Los Angeles County, California, 90745, United States","['Avalon', 'Carson', 'Los Angeles']"
7647,7647,38.0,1607.0,337.0,1130.0,334.0,4.4821,190700.0,<1H OCEAN,"352, East 237th Street, Avalon Village, Carson, Los Angeles County, California, 90745, United States","['Avalon', 'Carson', 'Los Angeles']"
7648,7648,39.0,1357.0,249.0,763.0,229.0,4.25,200300.0,<1H OCEAN,"22719, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7649,7649,28.0,4698.0,902.0,3287.0,881.0,4.8508,215900.0,<1H OCEAN,"24803, Neptune Avenue, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7650,7650,24.0,6303.0,1277.0,3728.0,1252.0,3.9227,208600.0,<1H OCEAN,"Stamps Drive, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7651,7651,28.0,880.0,168.0,717.0,142.0,4.5469,175700.0,<1H OCEAN,"21835, Rashdall Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7652,7652,28.0,2152.0,415.0,1623.0,429.0,4.35,200500.0,<1H OCEAN,"21798, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7653,7653,34.0,1124.0,245.0,717.0,242.0,3.1667,186900.0,<1H OCEAN,"21798, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7654,7654,24.0,3059.0,,2064.0,629.0,3.5518,184600.0,<1H OCEAN,"865, East Calbas Street, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7655,7655,28.0,1642.0,434.0,1575.0,420.0,4.1292,201900.0,<1H OCEAN,"22719, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7656,7656,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,117400.0,<1H OCEAN,"East Watson Center Road, Watson Industrial Center, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7657,7657,28.0,4112.0,861.0,3211.0,841.0,4.4539,192200.0,<1H OCEAN,"865, East Calbas Street, Keystone, Carson, Los Angeles County, California, 90745, United States","['Carson', 'Los Angeles']"
7658,7658,28.0,822.0,205.0,627.0,192.0,3.4583,166300.0,<1H OCEAN,"3000, East Dominguez Street, Elftman, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Los Angeles']"
7659,7659,35.0,1131.0,273.0,1007.0,269.0,4.0219,168300.0,<1H OCEAN,"2695, East Dominguez Street, Elftman, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Los Angeles']"
7660,7660,38.0,1928.0,429.0,1358.0,399.0,4.0687,160300.0,<1H OCEAN,"2695, East Dominguez Street, Elftman, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Los Angeles']"
7661,7661,42.0,1370.0,299.0,1018.0,328.0,4.4474,160200.0,<1H OCEAN,"2650, East 218th Place, Lincoln Village, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Lincoln', 'Los Angeles']"
7662,7662,44.0,1792.0,404.0,1115.0,358.0,3.9091,174400.0,<1H OCEAN,"2650, East 218th Place, Lincoln Village, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Lincoln', 'Los Angeles']"
7663,7663,43.0,1426.0,272.0,871.0,276.0,3.7083,175200.0,<1H OCEAN,"2650, East 218th Place, Lincoln Village, Carson, Los Angeles County, California, 90810, United States","['Carson', 'Lincoln', 'Los Angeles']"
7664,7664,38.0,793.0,193.0,601.0,187.0,2.8837,176100.0,NEAR OCEAN,"DENSO Products and Services Americas, Inc., 3900, Via Oro Avenue, Vista del Mar, Long Beach, Los Angeles County, California, 90810, United States","['Long Beach', 'Los Angeles', 'Vista']"
7665,7665,5.0,906.0,187.0,1453.0,158.0,4.125,171900.0,<1H OCEAN,"Getty Drive, Fulton Wells, Santa Fe Springs, Los Angeles County, California, 90670, United States","['Los Angeles', 'Santa Fe Springs']"
7666,7666,39.0,859.0,164.0,673.0,172.0,3.7143,158200.0,<1H OCEAN,"11069, Brink Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7667,7667,39.0,1478.0,324.0,1127.0,320.0,3.525,158000.0,<1H OCEAN,"11069, Brink Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7668,7668,38.0,1335.0,,1011.0,269.0,3.6908,157500.0,<1H OCEAN,"11885, Spry Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7669,7669,39.0,1631.0,322.0,1034.0,328.0,4.5382,165700.0,<1H OCEAN,"11885, Spry Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7670,7670,36.0,1560.0,320.0,1348.0,314.0,3.622,174000.0,<1H OCEAN,"12335, Spry Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7671,7671,34.0,2118.0,437.0,1414.0,442.0,3.7238,166800.0,<1H OCEAN,"11885, Spry Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7672,7672,33.0,2263.0,511.0,1626.0,457.0,3.5556,172800.0,<1H OCEAN,"11069, Brink Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7673,7673,34.0,1558.0,375.0,1179.0,337.0,3.2188,165100.0,<1H OCEAN,"11069, Brink Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7674,7674,36.0,2381.0,419.0,1669.0,444.0,4.6976,171100.0,<1H OCEAN,"12281, Summer Avenue, Studebaker, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7675,7675,36.0,847.0,185.0,713.0,194.0,4.8542,167400.0,<1H OCEAN,"12281, Summer Avenue, Studebaker, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7676,7676,36.0,1226.0,211.0,711.0,219.0,4.5699,170800.0,<1H OCEAN,"12281, Summer Avenue, Studebaker, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7677,7677,33.0,879.0,181.0,547.0,169.0,5.3146,168600.0,<1H OCEAN,"12281, Summer Avenue, Studebaker, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7678,7678,31.0,1983.0,419.0,1157.0,390.0,3.5455,168300.0,<1H OCEAN,"12281, Summer Avenue, Studebaker, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7679,7679,37.0,1950.0,356.0,1183.0,338.0,4.1449,175300.0,<1H OCEAN,"11499, Cresson Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7680,7680,35.0,2017.0,383.0,1388.0,386.0,4.0774,171600.0,<1H OCEAN,"Studebaker Road, Studebaker, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7681,7681,36.0,1124.0,217.0,707.0,234.0,4.375,174500.0,<1H OCEAN,"11320, Lefloss Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7682,7682,33.0,1474.0,325.0,1205.0,335.0,3.1397,166800.0,<1H OCEAN,"11320, Lefloss Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7683,7683,32.0,1016.0,190.0,729.0,177.0,4.3,151300.0,<1H OCEAN,"10408, Spry Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7684,7684,34.0,1414.0,263.0,983.0,264.0,4.1767,156600.0,<1H OCEAN,"10408, Spry Street, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7685,7685,33.0,639.0,129.0,460.0,118.0,3.1607,189000.0,<1H OCEAN,"San Gabriel River Trail, Downey, Los Angeles County, California, 90670, United States","['Downey', 'Los Angeles', 'San Gabriel']"
7686,7686,35.0,1622.0,302.0,845.0,284.0,4.5769,186100.0,<1H OCEAN,"11320, Lefloss Avenue, Norwalk, Los Angeles County, California, 90650, United States","['Los Angeles', 'Norwalk']"
7687,7687,34.0,3635.0,781.0,2171.0,720.0,3.7308,196900.0,<1H OCEAN,"9558, Metro Street, Downey, Los Angeles County, California, 90240, United States","['Downey', 'Los Angeles']"
7688,7688,27.0,1666.0,365.0,995.0,354.0,4.5694,204300.0,<1H OCEAN,"9558, Metro Street, Downey, Los Angeles County, California, 90240, United States","['Downey', 'Los Angeles']"
7689,7689,36.0,2049.0,334.0,1105.0,363.0,4.8036,261300.0,<1H OCEAN,"9642, Haledon Avenue, Downey, Los Angeles County, California, 90240, United States","['Downey', 'Los Angeles']"
7690,7690,34.0,1947.0,284.0,841.0,277.0,6.1814,453600.0,<1H OCEAN,"San Gabriel River Trail, Downey, Los Angeles County, California, 90670, United States","['Downey', 'Los Angeles', 'San Gabriel']"
7691,7691,34.0,2319.0,334.0,941.0,356.0,6.4319,452300.0,<1H OCEAN,"9642, Haledon Avenue, Downey, Los Angeles County, California, 90240, United States","['Downey', 'Los Angeles']"
